CREATED AT,TIME ZONE OFFSET,USER GENDER,VENUE ID,VENUE LATITUDE,VENUE LONGITUDE,CITY,COUNTRY,VENUE MACRO-CATEGORY ID,VENUE MACRO-CATEGORY NAME,VENUE CATEGORY ID,VENUE CATEGORY NAME,CHECK-INS COUNT,VENUE LIKES,VENUE RATING
1503862587,-180,female,58c00fe30e0a1e15b4f79579,-27.63176247116845,-48.65744987815072,Palhoça,Brazil,4d4b7105d754a06376d81259,Nightlife Spot,4bf58dd8d48988d121941735,Lounge,0,none,none
1503865449,-180,none,51954ddf498eae4a02de3243,-27.666806247996195,-48.53310723088712,none,Brazil,4d4b7105d754a06375d81259,Professional & Other Places,4bf58dd8d48988d1ff931735,Convention Center,0,none,none
1503878705,-180,male,58a8ec93297c163b94ddcb1f,-27.57059873892061,-48.63865222882746,none,Brazil,4d4b7105d754a06376d81259,Nightlife Spot,4bf58dd8d48988d116941735,Bar,0,none,none
1504052937,-180,male,56676af4498e586936db6c95,-27.57355965906416,-48.6050705623091,São José,Brazil,4d4b7105d754a06376d81259,Nightlife Spot,4bf58dd8d48988d116941735,Bar,0,none,none
1504106641,-180,male,500880b4d86cca0158213018,-27.642089673404907,-48.67142778567661,Palhoça,Brazil,4d4b7105d754a06374d81259,Food,4bf58dd8d48988d16e941735,Fast Food Restaurant,0,none,none
1504125633,-180,female,54d814eb498e92bf4aaf208b,-27.665935,-48.652537,none,Brazil,4e67e38e036454776db1fb3a,Residence,4d954b06a243a5684965b473,Residential Building (Apartment / Condo),0,none,none
1504139661,-180,male,4f5d06d5e4b068aa4fd48d46,-27.482220112986663,-48.49124324314345,none,Brazil,4d4b7105d754a06377d81259,Outdoors & Recreation,4cce455aebf7b749d5e191f5,Soccer Field,0,none,none
1504141293,-180,none,5952fe4d95d9865ba17b2b6e,-27.59810412067794,-48.60608357780509,none,Brazil,4d4b7105d754a06376d81259,Nightlife Spot,4bf58dd8d48988d121941735,Lounge,0,none,none
1504141948,-180,male,509a4c9be4b01570b169ea6b,-27.616196671574816,-48.64681068670686,São José,Brazil,4d4b7105d754a06377d81259,Outdoors & Recreation,4f2a25ac4b909258e854f55f,Neighborhood,0,none,none
1504143104,-180,female,51d8e5e3498ea6557c76fa9b,-27.60052486903239,-48.643900378841934,São José,Brazil,4e67e38e036454776db1fb3a,Residence,4bf58dd8d48988d103941735,Home (private),0,none,none
1504179133,-180,male,57f8f454498e82d3780f2fcd,-27.601806652247248,-48.63773345271223,none,Brazil,4d4b7105d754a06378d81259,Shop & Service,52f2ab2ebcbc57f1066b8b44,Auto Garage,0,none,none
1504207581,-180,male,5190dceb498e759a97958ba8,-27.677982,-48.562275,none,Brazil,4d4b7105d754a06375d81259,Professional & Other Places,4e52adeebd41615f56317744,Military Base,0,none,none
1504211679,-180,male,4fcac933e4b0b0ef06a9d8f7,-27.607602185082374,-48.45909288839318,Florianópolis,Brazil,4d4b7105d754a06378d81259,Shop & Service,4bf58dd8d48988d110951735,Salon / Barbershop,0,none,none
1504219982,-180,male,58ed724dd439072687b031c3,-27.58374,-48.5417,Florianópolis,Brazil,4d4b7105d754a06377d81259,Outdoors & Recreation,530e33ccbcbc57f1066bbff9,Village,0,none,none
